iter	MultiClass
834	0.1391823692
835	0.1391766883
836	0.1391737323
837	0.1391713274
838	0.139168476
839	0.1391571831
840	0.139137739
841	0.1391277165
842	0.1391241255
843	0.1391226898
844	0.1391215543
845	0.1391194678
846	0.1391142484
847	0.1391070948
848	0.1390943166
849	0.1390900915
850	0.1390842869
851	0.1390802908
852	0.1384767488
853	0.1384598261
854	0.1384580242
855	0.138455303
856	0.1384512151
857	0.1384461118
858	0.1384331079
859	0.1384274318
860	0.1384240475
861	0.1384180714
862	0.1384154598
863	0.1384079747
864	0.1384036397
865	0.1384002591
866	0.1383893086
867	0.1383786596
868	0.1383747737
869	0.138369829
870	0.1383648679
871	0.1379378634
872	0.1379344341
873	0.1376377162
874	0.1376313551
875	0.137624685
876	0.1376179572
877	0.1376162428
878	0.1376097128
879	0.1376065505
880	0.1376018187
881	0.1375984353
882	0.1375958016
883	0.1375918171
884	0.1375857964
885	0.1375829849
886	0.1375702396
887	0.1375638596
888	0.1375580462
889	0.1375429101
890	0.1375399975
891	0.1375362684
892	0.137529842
893	0.1375127774
894	0.1375044863
895	0.1373120101
896	0.1373048076
897	0.1373036312
898	0.1373010375
899	0.1372939511
900	0.1372896182
901	0.1372854761
902	0.1372813134
903	0.1372805246
904	0.1372781627
905	0.1372720719
906	0.1372670626
907	0.1372243517
908	0.1372203208
909	0.1372196817
910	0.1372140679
911	0.1372085412
912	0.137202676
913	0.1371953133
914	0.1371878997
915	0.1371811915
916	0.1371782044
917	0.137175796
918	0.1371736443
919	0.1371702879
920	0.1368900847
921	0.1368837641
922	0.1368815573
923	0.1368784939
924	0.1368757289
925	0.1368718113
926	0.1368679603
927	0.136862892
928	0.136860765
929	0.1368589822
930	0.136852887
931	0.1368440098
932	0.1368415515
933	0.1368332295
934	0.1368269817
935	0.1368238295
936	0.1368178275
937	0.1368152195
938	0.1368090961
939	0.1368064725
940	0.1367979764
941	0.1367907932
942	0.1364645826
943	0.1364584527
944	0.1364550251
945	0.1364492729
946	0.136444019
947	0.1364375505
948	0.1364350835
949	0.136433328
950	0.1364295299
951	0.1364261641
952	0.136420953
953	0.1364196674
954	0.1364146033
955	0.136408358
956	0.136404702
957	0.1363987462
958	0.1363929225
959	0.136390849
960	0.1363871232
961	0.1363831764
962	0.1363753445
963	0.1363732486
964	0.1363713468
965	0.1363646418
966	0.1363590434
967	0.1363463242
968	0.1363437962
969	0.1363387376
970	0.1363334005
971	0.1363318667
972	0.1363269108
973	0.1363193467
974	0.1363156916
975	0.1363074827
976	0.1363034018
977	0.136298406
978	0.1362934933
979	0.1362910279
980	0.1362857289
981	0.1362819812
982	0.1362779493
983	0.1362718316
984	0.1362702301
985	0.1362670732
986	0.1362598029
987	0.1362508453
988	0.1362436076
989	0.1362396689
990	0.1362333063
991	0.1362314028
992	0.1362218182
993	0.1362187578
994	0.1362177725
995	0.1362077434
996	0.1362009624
997	0.1361864265
998	0.1361828814
999	0.1361634151
